Date,Open,High,Low,Close,Volume,tick
45783.64583,1431,1432,1410.6,1420.9,14084117,RELIANCE
45784.64583,1420.9,1424.4,1402.7,1406,13440169,RELIANCE
45785.64583,1404.1,1420.8,1398,1407,16106175,RELIANCE
45786.64583,1385.5,1394.8,1374.5,1377.2,13668904,RELIANCE
45789.64583,1400,1439,1400,1436.5,10674081,RELIANCE
45790.64583,1433.5,1447.7,1412.4,1415.7,11407896,RELIANCE
45791.64583,1420,1429.9,1415.5,1424.4,5570160,RELIANCE
45792.64583,1425,1461.4,1412.7,1454.2,20177211,RELIANCE
45793.64583,1453.2,1461,1447.3,1456.4,9036695,RELIANCE
45796.64583,1452.1,1454.6,1438.2,1440.8,6195791,RELIANCE
45797.64583,1438.2,1445,1421.8,1424.6,11270560,RELIANCE
45798.64583,1423.9,1436.2,1418.1,1429.2,6136364,RELIANCE
45799.64583,1421.2,1423.8,1396.9,1409.4,12134466,RELIANCE
45800.64583,1406.6,1433.8,1406.6,1426.8,6474883,RELIANCE
45803.64583,1432,1441,1425.1,1434.8,4842944,RELIANCE
45804.64583,1426.1,1437,1413.9,1422.1,12640414,RELIANCE
45805.64583,1420.1,1422.6,1410.7,1412.9,5944611,RELIANCE
45806.64583,1412.1,1420,1408.6,1417.8,13771917,RELIANCE
45807.64583,1418,1430.6,1409.7,1420.9,13788484,RELIANCE
45810.64583,1412.1,1417.5,1395.6,1413.7,8098668,RELIANCE
45811.64583,1422.3,1426.5,1403.4,1405.5,11252626,RELIANCE
45812.64583,1414.7,1425.7,1406.1,1423.5,8126827,RELIANCE
45813.64583,1428,1454.7,1423.6,1442.4,13716817,RELIANCE
45814.64583,1441,1451.5,1437,1443.5,8182161,RELIANCE
45817.64583,1457,1457.5,1445.3,1448.8,7885125,RELIANCE
45818.64583,1450,1453.9,1436,1438.5,7913181,RELIANCE
45819.64583,1445.8,1468.6,1443.1,1448.9,8195700,RELIANCE
45820.64583,1453.5,1457,1434.4,1441.6,8828114,RELIANCE
45821.64583,1424,1435.5,1414.3,1427.9,9757276,RELIANCE
45824.64583,1426.9,1442.4,1424.4,1437.8,8458093,RELIANCE
45825.64583,1448,1448,1425.8,1431.2,10366599,RELIANCE
45826.64583,1430,1442.8,1425.7,1430.1,6681735,RELIANCE
45827.64583,1430.1,1439.9,1425.7,1433.3,10007230,RELIANCE
45828.64583,1431,1471,1428.1,1466.2,29010635,RELIANCE
45831.64583,1453,1463.8,1442,1456.8,5989078,RELIANCE
45832.64583,1465,1475,1443.1,1450.8,16402744,RELIANCE
45833.64583,1464,1472.4,1460.5,1467.3,7525851,RELIANCE
45834.64583,1469.1,1498.8,1465.1,1495.3,14657893,RELIANCE
45835.64583,1499.4,1522,1496.9,1515.4,11117052,RELIANCE
45838.64583,1513.8,1524.8,1496,1500.6,8409527,RELIANCE
45839.64583,1500.6,1531.4,1500.1,1528.4,10368523,RELIANCE
45840.64583,1528.4,1530,1508.7,1518.8,6361002,RELIANCE
45841.64583,1520.8,1531.9,1513,1517.8,11283291,RELIANCE
45842.64583,1524,1530,1517.2,1527.3,6603501,RELIANCE
45845.64583,1526.6,1544.8,1525,1541.5,7251074,RELIANCE
45846.64583,1536,1544.9,1530.2,1537.6,7171261,RELIANCE
45847.64583,1536.7,1551,1510.1,1519,8870660,RELIANCE
45848.64583,1519.7,1524.7,1507.5,1517.2,10047129,RELIANCE
45849.64583,1512,1515,1490.3,1495.2,7234991,RELIANCE
45852.64583,1492.2,1500,1479.1,1483.7,10311846,RELIANCE
45853.64583,1486.2,1496.5,1482.4,1485.4,8132454,RELIANCE
45854.64583,1473,1491,1471.5,1485.6,10409983,RELIANCE
45855.64583,1487.4,1489.6,1473.9,1476.4,11854613,RELIANCE
45856.64583,1484.8,1484.8,1469.1,1476,10296318,RELIANCE
45859.64583,1465,1476,1423.1,1428.6,22442744,RELIANCE
45860.64583,1427.4,1431.9,1410.7,1412.8,20396320,RELIANCE
45861.64583,1426,1426,1414.4,1424.6,8354596,RELIANCE
45862.64583,1419.2,1423,1396,1402.9,14740507,RELIANCE
45863.64583,1398.9,1401,1384.1,1391.7,11854722,RELIANCE
45866.64583,1392.3,1407.8,1385,1387.6,7748361,RELIANCE
45867.64583,1383,1420.2,1383,1417.1,10750072,RELIANCE
45868.64583,1418.1,1423.3,1401.3,1410.1,7209849,RELIANCE
45869.64583,1388.1,1402.6,1382.2,1390.2,17065827,RELIANCE
45870.64583,1386.9,1405.9,1384.3,1393.7,10321171,RELIANCE
45873.64583,1395.1,1416.1,1391.7,1411.5,6312820,RELIANCE
45874.64583,1411,1411,1388.1,1391.7,9315972,RELIANCE
45875.64583,1391.9,1395.9,1383.3,1392.8,5834312,RELIANCE
45876.64583,1387.7,1393.7,1366,1389.4,9976705,RELIANCE
45877.64583,1385,1397.2,1365,1367.8,8793606,RELIANCE
45880.64583,1370,1388,1361.2,1386.2,9997486,RELIANCE
45881.64583,1381.9,1401.9,1375.2,1380.4,12244664,RELIANCE
45882.64583,1388,1391.8,1377.5,1382.6,7457021,RELIANCE
45883.64583,1377.3,1380.7,1370.1,1373.8,7126128,RELIANCE
45887.64583,1390,1394.9,1377,1381.7,11785109,RELIANCE
45888.64583,1390,1421,1389.1,1420.1,14384719,RELIANCE
45889.64583,1413,1424.9,1410,1413,8725641,RELIANCE
45890.64583,1425,1431.9,1420.3,1424.8,11021323,RELIANCE
45891.64583,1420,1423.4,1407.9,1409.2,5818868,RELIANCE
45894.64583,1414.7,1419.5,1405.7,1412.6,5979407,RELIANCE
45895.64583,1408,1410,1381.6,1384.9,12145259,RELIANCE
45897.64583,1389.9,1392.2,1366.5,1385.9,13161813,RELIANCE
45898.64583,1381.1,1403.5,1350,1357.2,18758842,RELIANCE
45901.64583,1356,1363.2,1340.6,1353.9,11232238,RELIANCE
45902.64583,1354.8,1384.5,1354.5,1366.5,11517006,RELIANCE
45903.64583,1369.7,1376.5,1360.5,1372.6,7847563,RELIANCE
45904.64583,1371.8,1374,1357.1,1359.3,13223177,RELIANCE
45905.64583,1363,1381,1359.3,1375,5777575,RELIANCE
45908.64583,1380,1386,1372.4,1378.5,6986720,RELIANCE
45909.64583,1376.6,1381.2,1368.7,1376.2,9754452,RELIANCE
45910.64583,1383.9,1388.5,1374.1,1377,7790815,RELIANCE
45911.64583,1376,1385.5,1375,1383.3,9766072,RELIANCE
45912.64583,1383.3,1396.3,1380.5,1395,7403368,RELIANCE
45915.64583,1393,1400.8,1388.6,1399.3,5396697,RELIANCE
45916.64583,1404.7,1408,1398.2,1405.3,8686961,RELIANCE
45917.64583,1407,1416.2,1406.9,1413.8,7519417,RELIANCE
45918.64583,1420.4,1422,1410.7,1415,9332642,RELIANCE
45919.64583,1414.9,1417,1403.6,1407.4,13461373,RELIANCE
45922.64583,1403.9,1410.7,1388,1390.6,7757970,RELIANCE
45923.64583,1391,1395,1376.8,1389.8,14014702,RELIANCE
45924.64583,1385.3,1396,1380.4,1383,5922759,RELIANCE
45925.64583,1381.3,1384.5,1369,1372.4,11411143,RELIANCE
45926.64583,1372,1382.7,1366,1377.6,9879109,RELIANCE
45929.64583,1381.6,1389,1368,1372.8,14231999,RELIANCE
45930.64583,1377.1,1377.1,1362.8,1364,14604684,RELIANCE
45931.64583,1367,1378.6,1362.7,1368.7,12045916,RELIANCE
45933.64583,1363.2,1371.6,1356.9,1363.4,12842347,RELIANCE
45936.64583,1360,1377.4,1359,1375,12396580,RELIANCE
45937.64583,1376,1395.9,1375.9,1384.8,11244040,RELIANCE
45938.64583,1384.8,1389,1364.5,1367.4,8525081,RELIANCE
45939.64583,1374,1380,1369.1,1377.8,8826633,RELIANCE
45940.64583,1377.8,1388,1375.1,1381.7,6373084,RELIANCE
45943.64583,1376.9,1377.7,1367.8,1375,7600682,RELIANCE
45944.64583,1380,1388,1370.1,1375.9,9768174,RELIANCE
45945.64583,1383,1384,1372.7,1374.3,10882743,RELIANCE
45946.64583,1375.1,1400.5,1375,1398.3,12315932,RELIANCE
45947.64583,1401,1423.3,1399.1,1416.8,19335561,RELIANCE
45950.64583,1440,1473.8,1433.3,1466.8,24721978,RELIANCE
45951.64583,1468,1474,1460,1465.2,2066169,RELIANCE
45953.64583,1475,1482.9,1444.6,1448.4,18707090,RELIANCE
45954.64583,1450,1459.8,1441,1451.6,9700837,RELIANCE
45957.64583,1463,1485,1458,1484.1,14113867,RELIANCE
45958.64583,1484.1,1492,1477.6,1486.9,17631577,RELIANCE
45959.64583,1490,1508.3,1488.1,1504.2,11884745,RELIANCE
45960.64583,1500,1503.1,1484,1488.5,9318663,RELIANCE
45961.64583,1490.4,1497.5,1482.3,1486.4,8758053,RELIANCE
45964.64583,1486,1495,1479.3,1484.7,8452085,RELIANCE
45965.64583,1483.9,1492.8,1470.1,1473.1,10007806,RELIANCE
45967.64583,1484,1501.6,1476.2,1496.1,16772678,RELIANCE
45968.64583,1494.6,1498.4,1475.9,1478,7821765,RELIANCE
45971.64583,1477.9,1501,1475.5,1489.3,7068438,RELIANCE
45972.64583,1497,1498.8,1480.2,1493.4,7127506,RELIANCE
45973.64583,1505,1524.7,1500,1511.5,12384459,RELIANCE
45974.64583,1515,1522.1,1506.8,1510.9,7196443,RELIANCE
45975.64583,1505.5,1520.9,1505.5,1518.9,7682823,RELIANCE
45978.64583,1520.9,1523.7,1511.5,1518.3,5871416,RELIANCE
45979.64583,1521.7,1527.8,1510.5,1519.4,11045042,RELIANCE
45980.64583,1517.4,1522.3,1512,1518.9,5692366,RELIANCE
45981.64583,1530,1550.9,1526.7,1549.1,18171724,RELIANCE
45982.64583,1541,1557.8,1540.1,1546.6,9615271,RELIANCE
45985.64583,1550,1550,1531.8,1535.9,18433951,RELIANCE
45986.64583,1535.9,1559.6,1525.1,1539.7,15033482,RELIANCE
45987.64583,1542.3,1571.6,1540.5,1569.9,14054299,RELIANCE
45988.64583,1575,1575.5,1556,1563.4,9794643,RELIANCE
45989.64583,1568,1581.3,1563,1567.5,8959508,RELIANCE
45992.64583,1575,1577.5,1563.6,1566.1,8920233,RELIANCE
45993.64583,1561.1,1567.5,1542,1546.3,11389150,RELIANCE
45994.64583,1545.2,1552.4,1533,1538.8,6090883,RELIANCE
45995.64583,1536,1560.5,1517.6,1535.6,11867930,RELIANCE
45996.64583,1530.4,1545.8,1520.6,1540.6,10183266,RELIANCE
45999.64583,1539.2,1551,1535,1543,11301491,RELIANCE
46000.64583,1540.3,1542.5,1520.1,1529.4,11503971,RELIANCE
46001.64583,1534,1547.5,1531.4,1536.9,7991629,RELIANCE
46002.64583,1536.9,1550,1524,1545,4706197,RELIANCE
46003.64583,1550.8,1559.8,1546.1,1556.5,5106655,RELIANCE
46006.64583,1551.2,1558.6,1546.5,1556.2,5774543,RELIANCE
46007.64583,1545,1551.7,1538.8,1542.3,11731856,RELIANCE
46008.64583,1550,1550,1539.3,1544.4,7116649,RELIANCE
46009.64583,1535.2,1551.5,1535.2,1544.4,6580829,RELIANCE
46010.64583,1554.4,1574.2,1551,1565.1,13937275,RELIANCE
46013.64583,1573.5,1577.5,1565.3,1575.4,10184852,RELIANCE
46014.64583,1580.9,1580.9,1568.1,1570.7,7506564,RELIANCE
46015.64583,1572.7,1575.7,1553.6,1558.2,8815745,RELIANCE
46017.64583,1554.7,1561,1554.3,1559.2,2311495,RELIANCE
46020.64583,1554.9,1558.1,1543.6,1545.6,5972105,RELIANCE
46021.64583,1547,1553.6,1537.8,1539.8,8815884,RELIANCE
46022.64583,1541,1577,1541,1570.4,5771830,RELIANCE
46023.64583,1573.7,1592.5,1571.1,1575.6,6408128,RELIANCE
46024.64583,1580,1594.6,1578.2,1592.3,6602230,RELIANCE
46027.64583,1593,1611.8,1575.3,1578.1,8704973,RELIANCE
46028.64583,1569,1569,1496.3,1507.6,27417125,RELIANCE
46029.64583,1510,1520,1498,1504.2,11199340,RELIANCE
46030.64583,1500,1503.9,1468.8,1470.6,16518684,RELIANCE
46031.64583,1465,1479.9,1465,1475.3,8335311,RELIANCE
46034.64583,1475.3,1485.3,1451,1483.2,8883745,RELIANCE
46035.64583,1485,1485.8,1444.7,1452.8,13499760,RELIANCE
46036.64583,1444,1467,1440.2,1458.8,8321764,RELIANCE
46038.64583,1458.8,1480,1455.1,1457.9,17167161,RELIANCE
46041.64583,1450.6,1450.6,1403.3,1413.6,20392765,RELIANCE
46042.64583,1410.7,1416,1390,1394,13189498,RELIANCE
46043.64583,1389.5,1412.9,1373,1404.6,17352720,RELIANCE
46044.64583,1410.1,1419.5,1395,1402.5,15721693,RELIANCE
46045.64583,1401.8,1407,1381,1386.1,9837802,RELIANCE
46049.64583,1380,1391.6,1368,1380.5,26302396,RELIANCE
46050.64583,1385,1409.9,1384.9,1396.7,11121657,RELIANCE
46051.64583,1402.9,1402.9,1384,1391,20846683,RELIANCE
46052.64583,1382.6,1398,1378.5,1395.4,11239835,RELIANCE
46055.64583,1340,1392.9,1335.5,1390.4,15711165,RELIANCE
46056.64583,1473.9,1489.5,1430.2,1438,25456171,RELIANCE
46057.64583,1444,1464,1440.3,1456.8,8333387,RELIANCE
46058.64583,1457,1461.5,1439.5,1443.4,11763658,RELIANCE
46059.64583,1441.5,1452.8,1433.5,1450.8,8277304,RELIANCE
46062.64583,1458,1465.9,1453,1461.6,5775864,RELIANCE
46063.64583,1471,1471,1452.2,1458.5,10259630,RELIANCE
46064.64583,1459.6,1470,1453.6,1468.7,7106877,RELIANCE
46065.64583,1470,1473,1445.5,1448.9,11135399,RELIANCE
46066.64583,1445.5,1450.7,1416.3,1419.6,10755693,RELIANCE
46069.64583,1420.1,1439.6,1409.3,1437.1,5896514,RELIANCE
46070.64583,1431.1,1431.8,1418.6,1423,10731630,RELIANCE
46071.64583,1427,1442.1,1419.2,1441.3,5521096,RELIANCE
46072.64583,1443,1443,1400,1409.5,11884664,RELIANCE
46073.64583,1409.5,1427.4,1406.1,1419.4,8177670,RELIANCE
46076.64583,1425,1434.9,1418.3,1428,7758856,RELIANCE
46077.64583,1425.3,1433.3,1415,1428.8,12529409,RELIANCE
46078.64583,1435,1440.5,1393.5,1398.5,10728792,RELIANCE
46079.64583,1398.5,1412.9,1391.9,1406.8,16683858,RELIANCE
46080.64583,1398,1410.4,1388.1,1393.9,12031440,RELIANCE
46083.64583,1375.5,1378.6,1341.5,1358,23728722,RELIANCE
46085.64583,1330,1352.8,1307,1345,32495007,RELIANCE
46086.64583,1353.1,1399,1353.1,1389.4,25957532,RELIANCE
46087.64583,1396.5,1424.3,1390.3,1404.8,19311971,RELIANCE
46090.64583,1375,1429.4,1370,1424,24870822,RELIANCE
46091.64583,1430.6,1431.5,1400.6,1408.8,18071259,RELIANCE
46092.64583,1424.9,1434,1383.6,1390.2,21848087,RELIANCE
46093.64583,1390,1410.9,1381.1,1392.2,20939959,RELIANCE
46094.64583,1385.2,1400.8,1378.4,1380.7,17265090,RELIANCE
46097.64583,1380,1397.3,1363.5,1395.1,22837802,RELIANCE
46098.64583,1399,1405.9,1388.2,1397.6,19007744,RELIANCE
46099.64583,1397.2,1412.9,1397.2,1408.1,9559327,RELIANCE
46100.64583,1388,1415.7,1376.1,1384.8,16498373,RELIANCE
46101.64583,1398,1430,1396.1,1414.4,22994918,RELIANCE
46104.64583,1400,1415.6,1391,1407.8,18979554,RELIANCE
46105.64583,1420,1422.4,1406.6,1411.8,18620893,RELIANCE
46106.64583,1420,1430.5,1408.4,1413.1,19041331,RELIANCE
46108.64583,1401,1404.7,1345,1348.1,23266517,RELIANCE
46111.64583,1335,1365,1334.1,1343.9,24393861,RELIANCE
46113.64583,1384.2,1384.4,1362.9,1369.2,14404619,RELIANCE
46114.64583,1357,1358.2,1328,1350.5,21280051,RELIANCE
46118.64583,1359,1359,1290,1304.7,29274881,RELIANCE
46119.64583,1295,1308.3,1291,1304.6,28388922,RELIANCE
46120.64583,1349,1350.6,1326.2,1347.8,21817543,RELIANCE
46121.64583,1346,1350,1326.3,1330,20725390,RELIANCE
46122.64583,1337,1352.3,1331.5,1350.2,19364461,RELIANCE
46125.64583,1321.2,1327.6,1310,1315.1,28753269,RELIANCE
46127.64583,1337,1347,1334.2,1344.1,15313779,RELIANCE
46128.64583,1352,1353.8,1330,1343.3,30211012,RELIANCE
46129.64583,1340,1368.4,1340,1364.9,13869105,RELIANCE
46132.64583,1363.2,1373,1352.8,1363.3,13614733,RELIANCE
46133.64583,1359,1369.8,1350.1,1353.3,27293629,RELIANCE
46134.64583,1350.3,1366,1349.1,1362.1,9525953,RELIANCE
46135.64583,1346,1355.5,1340.7,1343.4,16385079,RELIANCE
46136.64583,1340,1345.9,1325,1327.8,11744802,RELIANCE
46139.64583,1313,1371.6,1311,1365.8,24673098,RELIANCE
46140.64583,1358,1395.2,1357,1388.9,41027699,RELIANCE
46141.64583,1392,1433.8,1391.3,1425.4,30542143,RELIANCE
46142.64583,1409,1437,1393.1,1430.8,30957881,RELIANCE
46146.64583,1433.4,1467.4,1433.4,1463.1,24035700,RELIANCE
46147.64583,1460,1473.4,1450,1463.6,23543341,RELIANCE
46148.64583,1463,1473.3,1427.5,1437.9,14221786,RELIANCE
46149.64583,1438.8,1449.5,1430.3,1436.2,19816903,RELIANCE
46150.64583,1426,1442.8,1417.5,1435.2,8663105,RELIANCE
46153.64583,1420,1428,1382,1388.2,15261787,RELIANCE
46154.64583,1392,1393.5,1360.3,1364,24357500,RELIANCE
46155.64583,1361.4,1372.4,1352.4,1358.8,13797989,RELIANCE
46156.64583,1365.2,1378,1358.4,1361.8,17303059,RELIANCE
46157.64583,1356.8,1364.8,1329.2,1336.4,19976192,RELIANCE
46160.64583,1334,1342,1318.7,1335.9,13022473,RELIANCE
45293.66667,33.24,33.24,31.26,31.36,2029,TCS
45294.66667,30.89,31.15,30.15,30.15,7186,TCS
45295.66667,30.45,31.01,30.45,30.9,5552,TCS
45296.66667,30.86,32.21,30.79,31.29,6012,TCS
45299.66667,31.99,31.99,31.04,31.04,1172,TCS
45300.66667,30.99,31,30.8,30.96,22120,TCS
45301.66667,30.8,30.8,30,30.05,7623,TCS
45302.66667,30.39,30.39,29.2,29.63,56286,TCS
45303.66667,29.89,30.85,29.75,30.5,8516,TCS
45306.66667,30.31,31.32,30.31,31,12536,TCS
45307.66667,30.94,30.94,30,30.42,7421,TCS
45308.66667,30.1,31.29,30.1,31.29,1424,TCS
45309.66667,30.64,31.37,30.64,30.79,6231,TCS
45310.66667,31.99,31.99,30.65,31.63,2951,TCS
45313.66667,32,32.08,31.37,31.69,5314,TCS
45314.66667,32.46,33.3,31.79,33.05,18551,TCS
45315.66667,33.84,34.25,33.5,34.1,20952,TCS
45316.66667,35.48,35.48,33.79,34.78,8632,TCS
45317.66667,35.6,35.97,35.11,35.74,15042,TCS
45320.66667,35.74,36.15,35.72,35.9,9176,TCS
45321.66667,36.15,36.15,35.4,36.06,6447,TCS
45322.66667,35.26,36.14,35.02,35.02,6865,TCS
45323.66667,35.13,35.13,34.05,34.07,5879,TCS
45324.66667,32.31,35.66,32.31,35.66,6373,TCS
45327.66667,36.24,36.24,35.01,35.2,2926,TCS
45328.66667,35.18,35.23,34.58,34.96,2873,TCS
45329.66667,34.29,34.29,33.8,33.92,1694,TCS
45330.66667,33.73,34.63,33.64,34.5,2601,TCS
45331.66667,33.17,34.62,33.17,34.28,1739,TCS
45334.66667,33.23,34.61,33.23,34.61,5260,TCS
45335.66667,34.09,34.95,34.09,34.81,3781,TCS
45336.66667,35.35,35.47,34.79,35.36,25517,TCS
45337.66667,35.99,35.99,35.19,35.19,3552,TCS
45338.66667,35.26,35.35,35.26,35.35,350,TCS
45342.66667,35.35,35.35,34.33,34.36,2408,TCS
45343.66667,34.63,35.6,34.36,35.6,5705,TCS
45344.66667,35.26,35.26,34.55,34.55,4156,TCS
45345.66667,34.1,34.65,34.1,34.65,1775,TCS
45348.66667,34.58,35.64,34.58,35.64,2200,TCS
45349.66667,35.64,35.86,35.45,35.86,2794,TCS
45350.66667,36,36.3,35.54,35.54,4306,TCS
45351.66667,35.67,36.03,35.67,35.69,5053,TCS
45352.66667,36.29,39.32,36.29,38.87,25761,TCS
45355.66667,38.62,38.77,36.46,38.44,20025,TCS
45356.66667,38.57,38.57,37.44,37.88,6306,TCS
45357.66667,37.9,38.05,37.38,37.71,5105,TCS
45358.66667,37.51,38.93,37,38.93,89097,TCS
45359.66667,38.7,38.7,37.77,37.83,4317,TCS
45362.66667,38.11,38.11,37,37,1459,TCS
45363.66667,36.92,36.92,36.58,36.8,6777,TCS
45364.66667,36.8,36.81,36.42,36.64,3380,TCS
45365.66667,36.64,36.86,36.11,36.72,4928,TCS
45366.66667,36.47,37.48,36.39,37.38,5023,TCS
45369.66667,37.49,39.13,37.22,38.79,9457,TCS
45370.66667,39.14,39.95,38.11,38.11,9148,TCS
45371.66667,38.05,39.85,38.05,39.85,8041,TCS
45372.66667,39.15,39.9,39.15,39.81,5768,TCS
45373.66667,39.81,40.4,39.2,40.38,9550,TCS
45376.66667,40.52,40.91,39.68,39.68,12908,TCS
45377.66667,38.53,38.53,37.14,37.14,210163,TCS
45378.66667,38.59,38.59,37.5,38,11801,TCS
45379.66667,38.01,39.08,38,38.58,8252,TCS
45383.66667,39.17,39.17,38.43,38.66,9573,TCS
45384.66667,39.05,39.05,38.36,38.54,2866,TCS
45385.66667,38.54,39.09,38.54,39.09,8017,TCS
45386.66667,38.07,39.7,38.07,39.25,5384,TCS
45387.66667,39.25,39.25,39.11,39.18,5306,TCS
45390.66667,39.25,39.25,38.7,39,12664,TCS
45391.66667,38.99,39.43,38.88,39.43,11263,TCS
45392.66667,39,39.33,38.55,39.33,9061,TCS
45393.66667,39.15,39.15,38.06,38.06,3483,TCS
45394.66667,38.01,38.01,37,37.54,13903,TCS
45397.66667,37.54,38.19,37.27,37.75,5021,TCS
45398.66667,37.5,38.05,37.17,38,3556,TCS
45399.66667,38,38.22,37.98,38,6119,TCS
45400.66667,38.02,38.51,37.69,38.4,3362,TCS
45401.66667,39.79,39.79,37.03,37.23,7898,TCS
45404.66667,37.24,37.46,36.5,37.45,5171,TCS
45405.66667,38.36,38.53,37.9,38.47,3509,TCS
45406.66667,38.74,39.1,37.22,37.46,4986,TCS
45407.66667,39.07,39.07,37.47,37.51,2833,TCS
45408.66667,37.57,38.72,37.57,38.56,2981,TCS
45411.66667,38.94,40.25,38.94,40,8967,TCS
45412.66667,39.98,39.98,38.29,38.74,2976,TCS
45413.66667,38.62,38.63,37.89,37.9,5107,TCS
45414.66667,37.66,37.66,36.83,36.83,1406,TCS
45415.66667,36.83,36.84,35.01,36,14649,TCS
45418.66667,35.98,37.44,35.98,36.92,5213,TCS
45419.66667,37.28,37.48,36.64,37,7180,TCS
45420.66667,37.18,37.19,36.12,36.72,4721,TCS
45421.66667,36.04,37.36,36.04,37.13,3642,TCS
45422.66667,37.3,37.3,36.89,37.1,4117,TCS
45425.66667,38.9,38.9,36.68,36.68,8654,TCS
45426.66667,37.23,37.23,36.13,36.13,2601,TCS
45427.66667,36.12,36.56,35.76,35.76,5720,TCS
45428.66667,35.27,35.84,34.44,34.44,2996,TCS
45429.66667,34.94,34.94,34.57,34.57,438,TCS
45433.66667,34.02,34.9,34.02,34.22,3477,TCS
45434.66667,34.49,34.7,34.1,34.1,8569,TCS
45435.66667,34.5,34.5,33,33.49,7524,TCS
45436.66667,33.7,33.71,33,33.32,2369,TCS
45439.66667,33,33.63,32.77,33.15,7033,TCS
45440.66667,33.26,34.17,33.19,33.91,12708,TCS
45441.66667,34.33,34.98,34,34.71,2618,TCS
45442.66667,33.61,36.17,33.61,34.95,14082,TCS
45443.66667,35.26,35.69,34.97,35.4,12170,TCS
45446.66667,36.13,36.13,34.61,34.87,7204,TCS
45447.66667,33.06,34.59,33.06,34.25,3919,TCS
45448.66667,33.58,34.49,33.4,34.26,2116,TCS
45449.66667,34.07,34.14,33.42,33.42,7500,TCS
45450.66667,33.36,33.61,32.49,33.31,10088,TCS
45453.66667,32.02,33.29,32.01,32.59,3264,TCS
45454.66667,32.55,33.89,32.42,33.89,5630,TCS
45455.66667,32.89,36.8,32.89,36.76,11634,TCS
45456.66667,37,37.15,36.22,36.89,6318,TCS
45457.66667,37.7,37.7,35.5,36.01,3575,TCS
45460.66667,38.13,38.19,35.57,35.57,8967,TCS
45461.66667,35.02,35.28,34.33,34.33,10330,TCS
45462.66667,35.91,35.91,34.19,34.48,6519,TCS
45463.66667,34.03,34.25,33.27,33.27,7306,TCS
45464.66667,34.41,34.41,33.46,33.9,9756,TCS
45467.66667,33.88,33.99,32.77,33.82,14893,TCS
45468.66667,33.33,33.62,32.73,32.73,12074,TCS
45469.66667,32.73,33.48,32,32.8,17742,TCS
45470.66667,33.37,36.02,33.37,35.63,8574,TCS
45471.66667,34.7,35,33.51,34.99,16212,TCS
45475.66667,34.68,37.3,34.53,35.15,9692,TCS
45476.66667,36.91,36.91,34.84,34.99,5249,TCS
45477.66667,36.54,36.54,34.31,34.59,2830,TCS
45478.66667,34.16,35.51,34.16,35.5,11028,TCS
45481.66667,35.64,36.8,35.64,36.13,8807,TCS
45482.66667,36.13,36.6,35.88,36.41,8269,TCS
45483.66667,35.46,36.54,35.46,36.25,4257,TCS
45484.66667,35.8,37.6,35.8,37.27,3441,TCS
45485.66667,37.28,37.61,37.02,37.61,6853,TCS
45488.66667,35.88,38.44,35.88,38.05,7829,TCS
45489.66667,37.31,39.4,37.31,39.4,3601,TCS
45490.66667,38.94,38.94,38.17,38.5,4591,TCS
45491.66667,38.4,39.49,38.4,39.47,5908,TCS
45492.66667,39.4,39.5,38.23,38.45,4607,TCS
45495.66667,39.88,39.93,38.3,39.93,4032,TCS
45496.66667,39.32,40,39.32,40,2542,TCS
45497.66667,39.99,40.03,39.48,39.62,7477,TCS
45498.66667,39.68,40.06,39.62,40.06,2689,TCS
45499.66667,40.1,40.21,39.53,40.21,20082,TCS
45502.66667,40.19,40.8,39.98,40,6560,TCS
45503.66667,40,40.34,39.64,39.64,13293,TCS
45504.66667,39.5,40.2,39.5,40.02,5150,TCS
45505.66667,40.18,40.64,40,40.25,6465,TCS
45506.66667,39.87,40,39.22,40,7073,TCS
45510.66667,37.25,39.54,37.25,39.27,5642,TCS
45511.66667,39.65,40.02,39.6,40.02,3405,TCS
45512.66667,39.59,42.58,39.59,42.58,10286,TCS
45513.66667,41.91,42.5,41.8,42.5,5380,TCS
45516.66667,42.51,43.42,42.05,42.27,4474,TCS
45517.66667,42,42.54,42,42.54,2588,TCS
45518.66667,42.3,42.3,42,42.03,1100,TCS
45519.66667,42,42.55,42,42.55,1874,TCS
45520.66667,42.71,42.71,42.22,42.51,616,TCS
45523.66667,42.74,44.78,42.74,43.99,7463,TCS
45524.66667,43.88,43.88,42.85,42.85,3359,TCS
45525.66667,42.78,43.21,42.74,43.21,5123,TCS
45526.66667,43.01,43.55,43.01,43.55,1114,TCS
45527.66667,41.24,44.57,41.24,44.5,7008,TCS
45530.66667,44.56,44.56,42.79,42.79,4223,TCS
45531.66667,43.01,43.21,41.96,42.26,26733,TCS
45532.66667,41.8,42.93,41.28,42.93,4306,TCS
45533.66667,42.78,42.94,41.98,42.94,5048,TCS
45534.66667,40.07,43.65,40.07,43.65,1594,TCS
45538.66667,43.5,43.5,42.42,42.42,3741,TCS
45539.66667,41.04,41.99,40.47,41.54,5162,TCS
45540.66667,41.54,41.54,40.3,40.5,694,TCS
45541.66667,39.97,40.85,38.01,40.85,14997,TCS
45544.66667,40.13,40.56,39.94,40.56,17409,TCS
45545.66667,40.34,40.37,39.47,39.55,3346,TCS
45546.66667,39.77,39.77,39.29,39.29,7772,TCS
45547.66667,39.85,41.32,39.85,41.32,134784,TCS
45548.66667,40.99,40.99,40.26,40.95,7509,TCS
